file	line	definition(kernel owner)	token	Q1 position	message/head	in closure(drive)	in closure(consumer fine roots)	in closure(consumer step roots)	Q3 class	Q3 invariant / witness / need	cite	Q1 note
lean_frontend/generated/Ctype_aux.lean	99	are_compatible_aux_lemFuel	failwithI	NON-TAIL/SCRUTINEE	"Ctype_aux.are_compatible_aux: failed to destruct a struct tag" : (String ×String))       	Y	Y	Y	UNKNOWN	cross-TU only (same-TU tags take the `tag1 = tag2` fast path, ctype_aux.lem:115-116); needs a 2-TU witness (an incomplete struct in one TU, a struct value stored across TUs) through scripts/test_multi_tu.sh — bounded effort	ctype_aux.lem:115-130; scripts/fuel_forms_pending.txt deep-ref note	
lean_frontend/generated/Ctype_aux.lean	99	are_compatible_aux_lemFuel	failwithI	NON-TAIL/SCRUTINEE	"Ctype_aux.are_compatible_aux: failed to lookup a struct definition" : Bool)              	Y	Y	Y	UNKNOWN	cross-TU only (same-TU tags take the `tag1 = tag2` fast path, ctype_aux.lem:115-116); needs a 2-TU witness (an incomplete struct in one TU, a struct value stored across TUs) through scripts/test_multi_tu.sh — bounded effort	ctype_aux.lem:115-130; scripts/fuel_forms_pending.txt deep-ref note	
lean_frontend/generated/Ctype_aux.lean	99	are_compatible_aux_lemFuel	failwithI	NON-TAIL/SCRUTINEE	"Ctype_aux.are_compatible_aux: failed to destruct a union tags" : (String ×String))       	Y	Y	Y	UNKNOWN	cross-TU only (same-TU tags take the `tag1 = tag2` fast path, ctype_aux.lem:115-116); needs a 2-TU witness (an incomplete struct in one TU, a struct value stored across TUs) through scripts/test_multi_tu.sh — bounded effort	ctype_aux.lem:115-130; scripts/fuel_forms_pending.txt deep-ref note	
lean_frontend/generated/Ctype_aux.lean	99	are_compatible_aux_lemFuel	failwithI	NON-TAIL/SCRUTINEE	"Ctype_aux.are_compatible_aux: failed to lookup a union definition" : Bool)               	Y	Y	Y	UNKNOWN	cross-TU only (same-TU tags take the `tag1 = tag2` fast path, ctype_aux.lem:115-116); needs a 2-TU witness (an incomplete struct in one TU, a struct value stored across TUs) through scripts/test_multi_tu.sh — bounded effort	ctype_aux.lem:115-130; scripts/fuel_forms_pending.txt deep-ref note	
lean_frontend/generated/Driver.lean	301	drive_fs_step	failwithI	NON-TAIL/LAMBDA-BODY	( String.append "symbol struct "   (String.append name1  " not in tagDefs")) : Bool)      	Y	Y	N	UNREACHABLE-BY-INVARIANT	dominance/typing: the `struct stat` lookup runs on FS_STAT results; in Lean the CerbFS.fs_stat refusal (:504) fires first (witness suite/fs/stat.c), and a libc program calling stat() has `struct stat` in tagDefs by typing	q2 file suite-fs-stat; Driver.lean:301	
lean_frontend/generated/Driver.lean	301	drive_fs_step	failwithI	NON-TAIL/LAMBDA-BODY	( String.append "no symbols for struct "   (String.append name1  " in tagDefs")) : sym) | 	Y	Y	N	UNREACHABLE-BY-INVARIANT	dominance/typing: the `struct stat` lookup runs on FS_STAT results; in Lean the CerbFS.fs_stat refusal (:504) fires first (witness suite/fs/stat.c), and a libc program calling stat() has `struct stat` in tagDefs by typing	q2 file suite-fs-stat; Driver.lean:301	
lean_frontend/generated/Driver.lean	328	perform_memop_request2	failwithI	NON-TAIL/LAMBDA-BODY	"va_start" : (ctype ×CerbMem.PointerValue))           )  ty_cvals;  nd_bind          (lift	Y	Y	N	UNREACHABLE-BY-INVARIANT	typing/pin: va_start's argument shape is fixed by the libc wrapper	driver.lem perform_memop_request2 Va_start	
lean_frontend/generated/Driver.lean	349	can_advance	failwithI	TAIL	( String.append "can_advance: Step_error2 ==> "  str) : Bool) |  Step_thread_done2  _  _ =	Y	Y	N	REACHABLE	ORACLE-witnessed: tests/immaculate/libc/zd-z2f04-closedir.c makes the oracle die with exactly `internal error: can_advance: Step_error2 ==> …the value of a store(signed int*) didn't match the lvalue type: Specified(1)`; in Lean the CerbFS.fs_opendir refusal (:510) fires first (different site, same class — pinned MATCH | L=CRASH); input class filesystem boundary (legal opendir/closedir)	q2 file zd-z2f04-closedir	
lean_frontend/generated/Driver.lean	387	drive_nonmemory_steps_aux2_lemFuel	failwithI	NON-TAIL/LET-BOUND	( String.append "Driver.drive_nonmemory_steps_aux2 => invalid tid: "  (Lem_String_extra.st	Y	Y	N	UNREACHABLE-BY-INVARIANT	config: sequential execution has exactly the initial thread tid0	driver.lem drive_nonmemory_steps_aux2; Driver.lean:320 concurrency refusal	
lean_frontend/generated/Driver.lean	414	prepare_exit	failwithI	TAIL	"Driver.prepare_exit ==> failed to find the initial thread" : core_state) |  some  (tid0, 	Y	Y	N	UNREACHABLE-BY-INVARIANT	config: as :387 (initial thread always present)	driver.lem prepare_exit	
lean_frontend/generated/Driver.lean	436	hack_lemFuel	failwithI	TAIL	( String.append "Driver.hack, UNDEF/ERROR:"  (CerbPP.stringFromCore_pexpr  pexpr1)) : valu	Y	Y	N	UNREACHABLE-BY-INVARIANT	model-shape: at finalize the arena is `Epure` of a value (Step_done shape, core_run.lem:1557-1589), so one step_eval_pexpr returns Defined — hack needs exactly one iteration and never sees UNDEF/ERROR	core_run.lem:1557-1589; driver.lem:1446-1457	
lean_frontend/generated/Driver.lean	469	finalize	failwithI	NON-TAIL/ARGUMENT	( String.append "Driver.finalize: the arena wasn't pure ==> "  (CerbPP.stringFromCore_expr	Y	Y	N	UNREACHABLE-BY-INVARIANT	model-shape: as hack (arena is Epure at finalize; libc exit() also ends with a pure arena — witness exit3libc: Specified(3) both engines)	core_run.lem:1557-1589; q3_witness_outputs.txt exit3libc	
lean_frontend/generated/Driver.lean	469	finalize	failwithI	TAIL	( String.append "BOOM finalize ["   (String.append debug_str  "]")) : driver_result) )	Y	Y	N	UNREACHABLE-BY-INVARIANT	config: thread_states is a singleton in the sequential driver (concurrency refused)	Driver.lean:320; driver.lem:1473-1498	
lean_frontend/generated/Formatted.lean	428	charFromDigit	failwithI	TAIL	"Formatted.charFromDigit, the second argument should be in {0..15}" : Char)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural: digits handed to charFromDigit come from showNonNegativeWithBasis with basis 8/10/16	formatted.lem:300-345	
lean_frontend/generated/Formatted.lean	444	showNonNegativeWithBasis	failwithI	TAIL	"showNonNegativeWithBasis expects an non-negative integer" : List (Char))	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural: callers pass `abs n` / unsigned conversions (formatted.lem:573 `naturalFromInteger $ abs n`); %o/%u/%x with a negative int is UB153b before conversion (witness printf_x_neg.c)	formatted.lem:573; q3_witness_outputs.txt printf_x_neg	
lean_frontend/generated/Formatted.lean	490	convert	failwithI	NON-TAIL/LET-BOUND	"TODO: Formatted.convert, * prec" : Nat) |  none =>   1   ; 	Y	Y	N	REACHABLE	witness tests/failure-probes/reach/printf_star_prec.c (`%.*d`): both crash; input class WELL-TYPED UB-FREE C — class (c) feature refusal; LET-BOUND (F1 shape) yet USED at runtime	reach/README.md printf_star_prec	
lean_frontend/generated/Formatted.lean	494	convert	failwithI	NON-TAIL/LET-BOUND	"TODO: Formatted.convert, * prec" : Nat) |  none =>                   /-  STD Â§7.21.6.1#8	Y	Y	N	UNREACHABLE-BY-INVARIANT	dominance: as TODO(2) — witness printf_star_prec_f.c (`%.*f`) reports the :490 message	reach/README.md printf_star_prec_f; formatted.lem:447-455 vs :614	
lean_frontend/generated/Formatted.lean	494	convert	failwithI	NON-TAIL/LET-BOUND	"TODO(2): Formatted.convert, * prec" : Option (Nat)) |  none =>                           	Y	Y	N	UNREACHABLE-BY-INVARIANT	dominance: the top-level `let prec` (:490, formatted.lem:447-455) evaluates the same prec_opt first — witness printf_star_prec_s.c (`%.*s`) reports the :490 message	reach/README.md printf_star_prec_s; formatted.lem:447-455 vs :673	
lean_frontend/generated/Formatted.lean	499	printf_aux	failwithI	NON-TAIL/LET-BOUND	"TODO: formatted.lem 6" : List (Char))                 ; (                 printf_aux _lem	Y	Y	N	REACHABLE	witness tests/failure-probes/reach/printf_star_width.c (`%*d`): both crash ("TODO: formatted.lem 6"); WELL-TYPED UB-FREE C — class (c)	reach/README.md printf_star_width	
lean_frontend/generated/Formatted.lean	508	vsnprintf	failwithI	NON-TAIL/LAMBDA-BODY	"TODO: vsnprintf(), symbolic value for the size n" : Int) ); 	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural: the `Nothing` callback of caseIntegerValue is never invoked (CerbMem.lean:1620-1622)	CerbMem.lean:1620-1622	
lean_frontend/generated/Implementation.lean	646	is_compatible_with_size_t	failwithI	TAIL	"Implementation.is_compatible_with_size_t" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural: sizeof_ity never returns `none` (CerberusImpl.lean:170-183); witness printf_zu.c/printf_zd.c pass	implementation.lem:695-702; q3_witness_outputs.txt printf_zu	
lean_frontend/generated/Implementation.lean	650	is_compatible_with_ptrdiff_t	failwithI	TAIL	"Implementation.is_compatible_with_ptrdiff_t" : Bool)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural: as size_t; witness printf_td.c passes	implementation.lem:704-711; q3_witness_outputs.txt printf_td	
lean_frontend/generated/Implementation.lean	657	is_signed_or_unsigned_aux	failwithI	TAIL	"TODO: Implementation.is_signed_or_unsigned Char" : Bool) |  Basic ( Integer  Bool0) => (f	Y	Y	N	UNREACHABLE-BY-INVARIANT	promotion/normalisation (not kernel-checked): the predicate is applied to `normalise_ctype arg_ty` (formatted.lem:471) after C default argument promotion, so Char/Bool/Wchar_t/Wint_t/Enum never reach it (witness printf_ld_wchar.c → UB153b, not this arm)	formatted.lem:471; q3_witness_outputs.txt printf_ld_wchar	
lean_frontend/generated/Implementation.lean	657	is_signed_or_unsigned_aux	failwithI	TAIL	"TODO: Implementation.is_signed_or_unsigned Bool" : Bool) |  Basic ( Integer ( Signed  ibt	Y	Y	N	UNREACHABLE-BY-INVARIANT	promotion/normalisation (not kernel-checked): the predicate is applied to `normalise_ctype arg_ty` (formatted.lem:471) after C default argument promotion, so Char/Bool/Wchar_t/Wint_t/Enum never reach it (witness printf_ld_wchar.c → UB153b, not this arm)	formatted.lem:471; q3_witness_outputs.txt printf_ld_wchar	
lean_frontend/generated/Implementation.lean	657	is_signed_or_unsigned_aux	failwithI	TAIL	"Implementation.is_signed_or_unsigned_aux: Enum" : Bool) |  Basic ( Integer  Wchar_t) => (	Y	Y	N	UNREACHABLE-BY-INVARIANT	promotion/normalisation (not kernel-checked): the predicate is applied to `normalise_ctype arg_ty` (formatted.lem:471) after C default argument promotion, so Char/Bool/Wchar_t/Wint_t/Enum never reach it (witness printf_ld_wchar.c → UB153b, not this arm)	formatted.lem:471; q3_witness_outputs.txt printf_ld_wchar	
lean_frontend/generated/Implementation.lean	657	is_signed_or_unsigned_aux	failwithI	TAIL	"TODO: Implementation.is_signed_or_unsigned Wchar_t" : Bool) |  Basic ( Integer  Wint_t) =	Y	Y	N	UNREACHABLE-BY-INVARIANT	promotion/normalisation (not kernel-checked): the predicate is applied to `normalise_ctype arg_ty` (formatted.lem:471) after C default argument promotion, so Char/Bool/Wchar_t/Wint_t/Enum never reach it (witness printf_ld_wchar.c → UB153b, not this arm)	formatted.lem:471; q3_witness_outputs.txt printf_ld_wchar	
lean_frontend/generated/Implementation.lean	657	is_signed_or_unsigned_aux	failwithI	TAIL	"TODO: Implementation.is_signed_or_unsigned Wint_t" : Bool) |  Basic ( Integer  Size_t) =>	Y	Y	N	UNREACHABLE-BY-INVARIANT	promotion/normalisation (not kernel-checked): the predicate is applied to `normalise_ctype arg_ty` (formatted.lem:471) after C default argument promotion, so Char/Bool/Wchar_t/Wint_t/Enum never reach it (witness printf_ld_wchar.c → UB153b, not this arm)	formatted.lem:471; q3_witness_outputs.txt printf_ld_wchar	
lean_frontend/generated/Translation_aux.lean	75	mk_stdcall	failwithI	TAIL	(String.append "[Translate_effect.E.mk_stdcall] `"   (String.append fname  "' is not a Cor	Y	Y	N	UNREACHABLE-BY-INVARIANT	pin: the pinned std.core defines conv_loaded_int (the only exec-path mk_stdcall)	driver.lem:166; runtime/libcore/std.core (grep conv_loaded_int = 1)	
lean_frontend/generated/Utils.lean	98	foldl2	failwithI	TAIL	"[Global.foldl2] the twos weren't of same length" : a)	Y	Y	Y	UNREACHABLE-BY-INVARIANT	structural: the exec-path caller (call_function) checks |params| = |args| before foldl2 (core_eval.lem:150-157); map2_ has no exec-path caller	core_eval.lem:150-157	
lean_frontend/generated/Utils.lean	103	map2_	failwithI	TAIL	"[Global.foldl2] the twos weren't of same length" : List a)	Y	Y	N	UNREACHABLE-BY-INVARIANT	structural: the exec-path caller (call_function) checks |params| = |args| before foldl2 (core_eval.lem:150-157); map2_ has no exec-path caller	core_eval.lem:150-157	
